n,width,beta,seed,solver,p_bar_mode,optimal_cost,expanded_states,generated_states,oracle_calls,stored_states,wall_seconds,timeout
25,3,0.0,44,full_dp,tight,3376.950779948111,119,244,244,120,0.001961900001333561,False
25,3,0.0,44,dijkstra,tight,3376.950779948111,120,244,244,120,0.002335499997570878,False
25,3,0.0,44,lao,tight,3376.950779948111,29,70,70,68,0.002138200001354562,False
25,3,0.0,44,astar,loose,3376.9507799481116,120,244,244,120,0.002371900001890026,False
25,3,0.0,44,astar,tight,3376.9507799481116,29,56,56,54,0.0006925000016053673,False
25,3,0.5,42,full_dp,tight,2353.479517880889,123,255,255,124,0.0020944999996572733,False
25,3,0.5,42,dijkstra,tight,2353.4795178808886,124,255,255,124,0.002498500001820503,False
25,3,0.5,42,lao,tight,2353.479517880889,50,107,107,76,0.004152099998464109,False
25,3,0.5,42,astar,loose,2353.479517880889,124,255,255,124,0.0024713999991945457,False
25,3,0.5,42,astar,tight,2353.479517880889,27,52,52,52,0.0006457000017690007,False
25,3,0.5,43,full_dp,tight,2274.891410371254,118,241,241,119,0.0020241000020178035,False
25,3,0.5,43,dijkstra,tight,2274.891410371255,119,241,241,119,0.0024142000002029818,False
25,3,0.5,43,lao,tight,2274.8914103712546,26,63,63,63,0.002038200000242796,False
25,3,0.5,43,astar,loose,2274.891410371255,119,241,241,119,0.0024300000004586764,False
25,3,0.5,43,astar,tight,2274.8914103712555,93,190,190,105,0.0014096000013523735,False
25,3,0.5,44,full_dp,tight,2344.351626320088,119,244,244,120,0.0012787000014213845,False
25,3,0.5,44,dijkstra,tight,2344.3516263200877,120,244,244,120,0.0015482000017073005,False
25,3,0.5,44,lao,tight,2344.351626320088,61,138,138,92,0.0034539000007498544,False
25,3,0.5,44,astar,loose,2344.3516263200886,120,244,244,120,0.001549900000100024,False
25,3,0.5,44,astar,tight,2344.351626320088,27,53,53,53,0.00041849999979604036,False
25,3,1.0,42,full_dp,tight,1983.3954501401668,123,255,255,124,0.0012771000001521315,False
25,3,1.0,42,dijkstra,tight,1983.3954501401663,124,255,255,124,0.0016496000025654212,False
25,3,1.0,42,lao,tight,1983.3954501401668,32,72,72,66,0.0022147999989101663,False
25,3,1.0,42,astar,loose,1983.3954501401668,124,255,255,124,0.0016120000000228174,False
25,3,1.0,42,astar,tight,1983.3954501401668,35,70,70,62,0.0005190000010770746,False
25,3,1.0,43,full_dp,tight,1961.3520166098585,118,241,241,119,0.0012300000016693957,False
25,3,1.0,43,dijkstra,tight,1961.3520166098585,119,241,241,119,0.001480200000514742,False
25,3,1.0,43,lao,tight,1961.3520166098588,42,96,96,81,0.002232999999250751,False
25,3,1.0,43,astar,loose,1961.3520166098588,119,241,241,119,0.0014819999996689148,False
25,3,1.0,43,astar,tight,1961.3520166098585,26,53,53,54,0.00041599999894970097,False
25,3,1.0,44,full_dp,tight,1959.2096597068216,119,244,244,120,0.0012843000004068017,False
25,3,1.0,44,dijkstra,tight,1959.2096597068214,120,244,244,120,0.001684800001385156,False
25,3,1.0,44,lao,tight,1959.2096597068219,35,84,84,73,0.0017614999997022096,False
25,3,1.0,44,astar,loose,1959.2096597068216,120,244,244,120,0.0015300000013667159,False
25,3,1.0,44,astar,tight,1959.2096597068214,27,54,54,54,0.00041930000224965625,False
25,3,2.0,42,full_dp,tight,1746.1032667053096,123,255,255,124,0.0012693999997281935,False
25,3,2.0,42,dijkstra,tight,1746.1032667053094,124,255,255,124,0.0015525000017078128,False
25,3,2.0,42,lao,tight,1746.1032667053096,50,105,105,76,0.002551999998104293,False
25,3,2.0,42,astar,loose,1746.1032667053098,124,255,255,124,0.0015319999984058086,False
25,3,2.0,42,astar,tight,1746.1032667053096,26,50,50,51,0.0003998000029241666,False
25,3,2.0,43,full_dp,tight,1778.165580683927,118,241,241,119,0.0017466999997850507,False
25,3,2.0,43,dijkstra,tight,1778.165580683927,119,241,241,119,0.0024043000012170523,False
25,3,2.0,43,lao,tight,1778.165580683927,44,98,98,76,0.002254000002722023,False
25,3,2.0,43,astar,loose,1778.1655806839271,119,241,241,119,0.0014739999969606288,False
25,3,2.0,43,astar,tight,1778.165580683927,28,58,58,57,0.0004407999986142386,False
25,3,2.0,44,full_dp,tight,1728.6688366958067,119,244,244,120,0.0012752000002365094,False
25,3,2.0,44,dijkstra,tight,1728.6688366958065,120,244,244,120,0.0015549999989161734,False
25,3,2.0,44,lao,tight,1728.668836695807,59,137,137,92,0.0033462999999755993,False
25,3,2.0,44,astar,loose,1728.6688366958065,120,244,244,120,0.001692500001809094,False
25,3,2.0,44,astar,tight,1728.6688366958065,26,54,54,55,0.0004245999989507254,False
25,5,0.0,42,full_dp,tight,3311.491791865073,413,1206,1206,414,0.006032900000718655,False
25,5,0.0,42,dijkstra,tight,3311.4917918650735,414,1206,1206,414,0.007689999998547137,False
25,5,0.0,42,lao,tight,3311.4917918650735,31,98,98,93,0.0017821000001276843,False
25,5,0.0,42,astar,loose,3311.491791865074,414,1206,1206,414,0.00675279999995837,False
25,5,0.0,42,astar,tight,3311.491791865074,30,86,86,83,0.0006509000013465993,False
25,5,0.0,43,full_dp,tight,3122.0968918336093,436,1277,1277,437,0.006237899997358909,False
25,5,0.0,43,dijkstra,tight,3122.0968918336093,437,1277,1277,437,0.007830699996702606,False
25,5,0.0,43,lao,tight,3122.09689183361,90,288,288,167,0.007373100001132116,False
25,5,0.0,43,astar,loose,3122.0968918336102,437,1277,1277,437,0.007155700001021614,False
25,5,0.0,43,astar,tight,3122.0968918336102,27,77,77,77,0.0005875999995623715,False
25,5,0.0,44,full_dp,tight,3376.9507799481107,431,1263,1263,432,0.0062046999992162455,False
25,5,0.0,44,dijkstra,tight,3376.9507799481107,432,1263,1263,432,0.0077092999999877065,False
25,5,0.0,44,lao,tight,3376.950779948111,27,85,85,84,0.0015074000002641696,False
25,5,0.0,44,astar,loose,3376.9507799481125,432,1263,1263,432,0.00742530000206898,False
25,5,0.0,44,astar,tight,3376.9507799481116,34,93,93,89,0.000703499998053303,False
25,5,0.5,42,full_dp,tight,2158.5738590019487,413,1206,1206,414,0.006060699997760821,False
25,5,0.5,42,dijkstra,tight,2158.573859001948,414,1206,1206,414,0.0074467000013100915,False
25,5,0.5,42,lao,tight,2158.573859001949,136,426,426,203,0.01395090000005439,False
25,5,0.5,42,astar,loose,2158.573859001949,414,1206,1206,414,0.006903400000737747,False
25,5,0.5,42,astar,tight,2158.573859001949,26,77,77,78,0.0005904999998165295,False
25,5,0.5,43,full_dp,tight,2218.6998021310887,436,1277,1277,437,0.006388199999491917,False
25,5,0.5,43,dijkstra,tight,2218.699802131089,437,1277,1277,437,0.007979899997735629,False
25,5,0.5,43,lao,tight,2218.699802131089,28,95,95,93,0.0017815999999584164,False
25,5,0.5,43,astar,loose,2218.69980213109,437,1277,1277,437,0.009932700002536876,False
25,5,0.5,43,astar,tight,2218.699802131089,26,73,73,74,0.0007718999986536801,False
25,5,0.5,44,full_dp,tight,2315.109704211437,431,1263,1263,432,0.00633179999931599,False
25,5,0.5,44,dijkstra,tight,2315.1097042114366,432,1263,1263,432,0.007762699999148026,False
25,5,0.5,44,lao,tight,2315.1097042114375,102,329,329,184,0.008798999999271473,False
25,5,0.5,44,astar,loose,2315.109704211437,432,1263,1263,432,0.007029800002783304,False
25,5,0.5,44,astar,tight,2315.109704211437,27,71,71,71,0.0005525999986275565,False
25,5,1.0,42,full_dp,tight,1873.5821099332736,413,1206,1206,414,0.005946399996901164,False
25,5,1.0,42,dijkstra,tight,1873.5821099332734,414,1206,1206,414,0.007358900002145674,False
25,5,1.0,42,lao,tight,1873.5821099332738,28,92,92,89,0.0015974999987520278,False
25,5,1.0,42,astar,loose,1873.5821099332738,414,1206,1206,414,0.00836659999913536,False
25,5,1.0,42,astar,tight,1873.5821099332738,30,99,99,96,0.0010865000003832392,False
25,5,1.0,43,full_dp,tight,1978.4988468167248,436,1277,1277,437,0.01010150000001886,False
25,5,1.0,43,dijkstra,tight,1978.4988468167246,437,1277,1277,437,0.012739699999656295,False
25,5,1.0,43,lao,tight,1978.4988468167248,32,112,112,107,0.003088899997237604,False
25,5,1.0,43,astar,loose,1978.4988468167255,437,1277,1277,437,0.012028600001940504,False
25,5,1.0,43,astar,tight,1978.4988468167248,36,101,101,94,0.001251800000318326,False
25,5,1.0,44,full_dp,tight,2042.8382125890228,431,1263,1263,432,0.00800130000061472,False
25,5,1.0,44,dijkstra,tight,2042.8382125890225,432,1263,1263,432,0.01273379999838653,False
25,5,1.0,44,lao,tight,2042.838212589023,128,405,405,196,0.020886400001472794,False
25,5,1.0,44,astar,loose,2042.838212589023,432,1263,1263,432,0.009006600001157494,False
25,5,1.0,44,astar,tight,2042.838212589023,26,71,71,72,0.0005577999982051551,False
25,5,2.0,42,full_dp,tight,1766.8195957455234,413,1206,1206,414,0.008907100000214996,False
25,5,2.0,42,dijkstra,tight,1766.8195957455232,414,1206,1206,414,0.009047799998370465,False
25,5,2.0,42,lao,tight,1766.8195957455234,30,107,107,102,0.0030038999975658953,False
25,5,2.0,42,astar,loose,1766.8195957455234,414,1206,1206,414,0.008428299999650335,False
25,5,2.0,42,astar,tight,1766.8195957455237,28,79,79,77,0.0009971999970730394,False
25,5,2.0,43,full_dp,tight,1868.6149988218767,436,1277,1277,437,0.006947999998374144,False
25,5,2.0,43,dijkstra,tight,1868.614998821877,437,1277,1277,437,0.008260899998276727,False
25,5,2.0,43,lao,tight,1868.614998821877,36,127,127,115,0.0025091999996220693,False
25,5,2.0,43,astar,loose,1868.6149988218776,437,1277,1277,437,0.008414399999310263,False
25,5,2.0,43,astar,tight,1868.6149988218772,26,77,77,78,0.0005856000025232788,False
25,5,2.0,44,full_dp,tight,1932.7072178455337,431,1263,1263,432,0.006360799998219591,False
25,5,2.0,44,dijkstra,tight,1932.707217845533,432,1263,1263,432,0.007965299999341369,False
25,5,2.0,44,lao,tight,1932.7072178455337,64,185,185,134,0.004332699998485623,False
25,5,2.0,44,astar,loose,1932.7072178455335,432,1263,1263,432,0.0073741000014706515,False
25,5,2.0,44,astar,tight,1932.7072178455333,26,71,71,72,0.0005640999988827389,False
30,2,0.0,42,dijkstra,tight,3975.0984535025977,77,122,122,77,0.000888999999006046,False
30,2,0.0,42,astar,loose,3975.0984535025977,77,122,122,77,0.0019073000003118068,False
30,2,0.0,42,astar,tight,3975.0984535025977,39,64,64,57,0.000774300002376549,False
30,2,0.0,43,dijkstra,tight,3658.1606120067104,79,126,126,79,0.0008974999982456211,False
30,2,0.0,43,astar,loose,3658.1606120067104,79,126,126,79,0.0009213999983330723,False
30,2,0.0,43,astar,tight,3658.160612006711,31,50,50,51,0.0004262000002199784,False
30,2,0.0,44,dijkstra,tight,3981.9278398700235,75,118,118,75,0.0008904999995138496,False
30,2,0.0,44,astar,loose,3981.9278398700244,75,118,118,75,0.0010690000017348211,False
30,2,0.0,44,astar,tight,3981.9278398700235,32,51,51,51,0.0004561000023386441,False
30,2,0.5,42,dijkstra,tight,2899.251413163916,77,122,122,77,0.0008925000001909211,False
30,2,0.5,42,astar,loose,2899.251413163917,77,122,122,77,0.0009138000023085624,False
30,2,0.5,42,astar,tight,2899.2514131639164,39,63,63,59,0.0005555999996431638,False
30,2,0.5,43,dijkstra,tight,2783.0618401108213,79,126,126,79,0.0012293999971006997,False
30,2,0.5,43,astar,loose,2783.0618401108213,79,126,126,79,0.0015268999995896593,False
30,2,0.5,43,astar,tight,2783.0618401108213,59,94,94,67,0.0011883000006491784,False
30,2,0.5,44,dijkstra,tight,2890.2900532825233,75,118,118,75,0.0010118999998667277,False
30,2,0.5,44,astar,loose,2890.2900532825233,75,118,118,75,0.0012475000003178138,False
30,2,0.5,44,astar,tight,2890.2900532825233,31,47,47,48,0.0007628000021213666,False
30,2,1.0,42,dijkstra,tight,2413.424300604275,77,122,122,77,0.000896699999429984,False
30,2,1.0,42,astar,loose,2413.4243006042757,77,122,122,77,0.0009062999997695442,False
30,2,1.0,42,astar,tight,2413.4243006042752,32,53,53,53,0.0004576999999699183,False
30,2,1.0,43,dijkstra,tight,2379.91845896031,79,126,126,79,0.0011276999975962099,False
30,2,1.0,43,astar,loose,2379.9184589603105,79,126,126,79,0.0011567000001377892,False
30,2,1.0,43,astar,tight,2379.918458960311,48,75,75,59,0.0006369000002450775,False
30,2,1.0,44,dijkstra,tight,2404.9826788586997,75,118,118,75,0.0012724000007438008,False
30,2,1.0,44,astar,loose,2404.9826788587,75,118,118,75,0.001346900000498863,False
30,2,1.0,44,astar,tight,2404.9826788587,31,49,49,50,0.0006533999985549599,False
30,2,2.0,42,dijkstra,tight,2061.11630601149,77,122,122,77,0.0013287000001582783,False
30,2,2.0,42,astar,loose,2061.1163060114905,77,122,122,77,0.0013930999994045123,False
30,2,2.0,42,astar,tight,2061.1163060114905,31,49,49,50,0.0006500999988929834,False
30,2,2.0,43,dijkstra,tight,2079.7954943814307,79,126,126,79,0.0013299999991431832,False
30,2,2.0,43,astar,loose,2079.795494381431,79,126,126,79,0.0014163000014377758,False
30,2,2.0,43,astar,tight,2079.7954943814307,31,49,49,50,0.0006902999994053971,False
30,2,2.0,44,dijkstra,tight,2060.5152517310994,75,118,118,75,0.001277999999729218,False
30,2,2.0,44,astar,loose,2060.5152517311,75,118,118,75,0.0013718000009248499,False
30,2,2.0,44,astar,tight,2060.5152517310994,31,48,48,49,0.0006477000024460722,False
30,3,0.0,42,dijkstra,tight,3975.0984535025973,143,293,293,143,0.003150200001982739,False
30,3,0.0,42,astar,loose,3975.098453502598,143,293,293,143,0.0030576999997720122,False
30,3,0.0,42,astar,tight,3975.098453502598,37,75,75,69,0.0009576000011293218,False
30,3,0.0,43,dijkstra,tight,3658.1606120067104,154,321,321,154,0.003370099999301601,False
30,3,0.0,43,astar,loose,3658.160612006711,154,321,321,154,0.0032840999992913567,False
30,3,0.0,43,astar,tight,3658.1606120067104,43,93,93,82,0.0010994999975082465,False
30,3,0.0,44,dijkstra,tight,3981.927839870023,189,410,410,189,0.004317300001275726,False
30,3,0.0,44,astar,loose,3981.9278398700244,189,410,410,189,0.0041339000017615035,False
30,3,0.0,44,astar,tight,3981.9278398700235,67,133,133,101,0.0015046999978949316,False
30,3,0.5,42,dijkstra,tight,2678.772153608884,143,293,293,143,0.003144000002066605,False
30,3,0.5,42,astar,loose,2678.772153608884,143,293,293,143,0.0030716000001120847,False
30,3,0.5,42,astar,tight,2678.772153608884,32,65,65,65,0.0008478999989165459,False
30,3,0.5,43,dijkstra,tight,2673.8630976656978,154,321,321,154,0.0034691000000748318,False
30,3,0.5,43,astar,loose,2673.8630976656987,154,321,321,154,0.002231899998150766,False
30,3,0.5,43,astar,tight,2673.8630976656978,31,57,57,58,0.0008545000018784776,False
30,3,0.5,44,dijkstra,tight,2798.5354802805527,189,410,410,189,0.004597899998771027,False
30,3,0.5,44,astar,loose,2798.535480280553,189,410,410,189,0.0044250999999349006,False
30,3,0.5,44,astar,tight,2798.535480280553,42,86,86,76,0.0011475999999674968,False
30,3,1.0,42,dijkstra,tight,2233.042954336374,143,293,293,143,0.0033557999995537102,False
30,3,1.0,42,astar,loose,2233.0429543363744,143,293,293,143,0.0032734999986132607,False
30,3,1.0,42,astar,tight,2233.042954336374,33,66,66,65,0.0009232000011252239,False
30,3,1.0,43,dijkstra,tight,2325.461754915893,154,321,321,154,0.0022413999977288768,False
30,3,1.0,43,astar,loose,2325.4617549158934,154,321,321,154,0.002146899998479057,False
30,3,1.0,43,astar,tight,2325.4617549158934,32,60,60,60,0.0008621999986644369,False
30,3,1.0,44,dijkstra,tight,2337.3096301729634,189,410,410,189,0.0047794000020076055,False
30,3,1.0,44,astar,loose,2337.3096301729643,189,410,410,189,0.003593699999328237,False
30,3,1.0,44,astar,tight,2337.309630172964,38,77,77,71,0.0006451000008382834,False
30,3,2.0,42,dijkstra,tight,2005.6698312598312,143,293,293,143,0.0020493000010901596,False
30,3,2.0,42,astar,loose,2005.6698312598314,143,293,293,143,0.0025826999990385957,False
30,3,2.0,42,astar,tight,2005.6698312598314,49,101,101,84,0.0008354999990842771,False
30,3,2.0,43,dijkstra,tight,2108.6488850733344,154,321,321,154,0.002842200003215112,False
30,3,2.0,43,astar,loose,2108.6488850733344,154,321,321,154,0.0035559999996621627,False
30,3,2.0,43,astar,tight,2108.6488850733344,31,63,63,64,0.0008769999985815957,False
30,3,2.0,44,dijkstra,tight,2050.7811086182805,189,410,410,189,0.00404789999811328,False
30,3,2.0,44,astar,loose,2050.781108618281,189,410,410,189,0.0043656999987433665,False
30,3,2.0,44,astar,tight,2050.781108618281,31,63,63,64,0.0008687000008649193,False
30,5,0.0,42,dijkstra,tight,3975.098453502597,688,2108,2108,688,0.019235699997807387,False
30,5,0.0,42,astar,loose,3975.098453502598,688,2108,2108,688,0.01553309999871999,False
30,5,0.0,42,astar,tight,3975.0984535025973,62,170,170,121,0.0012996000004932284,False
30,5,0.0,43,dijkstra,tight,3658.16061200671,746,2313,2313,746,0.016061799997260096,False
30,5,0.0,43,astar,loose,3658.1606120067104,746,2313,2313,746,0.014123900000413414,False
30,5,0.0,43,astar,tight,3658.16061200671,98,279,279,188,0.0019008999988727737,False
30,5,0.0,44,dijkstra,tight,3981.9278398700226,920,2938,2938,920,0.0212697000024491,False
30,5,0.0,44,astar,loose,3981.927839870023,920,2938,2938,920,0.018367600001511164,False
30,5,0.0,44,astar,tight,3981.9278398700235,45,116,116,102,0.000924300002225209,False
30,5,0.5,42,dijkstra,tight,2629.4112737595683,688,2108,2108,688,0.015205899999273242,False
30,5,0.5,42,astar,loose,2629.4112737595688,688,2108,2108,688,0.013258200000564102,False
30,5,0.5,42,astar,tight,2629.4112737595688,32,98,98,98,0.000811700003396254,False
30,5,0.5,43,dijkstra,tight,2603.266513116055,746,2313,2313,746,0.015909800000372343,False
30,5,0.5,43,astar,loose,2603.266513116056,746,2313,2313,746,0.013934600003267406,False
30,5,0.5,43,astar,tight,2603.2665131160556,33,92,92,90,0.0008262000010290649,False
30,5,0.5,44,dijkstra,tight,2784.369346904787,920,2938,2938,920,0.020722199998999713,False
30,5,0.5,44,astar,loose,2784.3693469047885,920,2938,2938,920,0.019515199997840682,False
30,5,0.5,44,astar,tight,2784.369346904788,31,91,91,92,0.0007814999989932403,False
30,5,1.0,42,dijkstra,tight,2259.3402289549244,688,2108,2108,688,0.015443800002685748,False
30,5,1.0,42,astar,loose,2259.3402289549254,688,2108,2108,688,0.013038299999607261,False
30,5,1.0,42,astar,tight,2259.340228954925,34,104,104,104,0.0008760999990045093,False
30,5,1.0,43,dijkstra,tight,2294.0135233388673,746,2313,2313,746,0.01591050000206451,False
30,5,1.0,43,astar,loose,2294.0135233388683,746,2313,2313,746,0.01404279999769642,False
30,5,1.0,43,astar,tight,2294.0135233388687,34,93,93,90,0.000789400000940077,False
30,5,1.0,44,dijkstra,tight,2452.1619971732775,920,2938,2938,920,0.020066500001121312,False
30,5,1.0,44,astar,loose,2452.161997173278,920,2938,2938,920,0.017985700000281213,False
30,5,1.0,44,astar,tight,2452.1619971732785,34,107,107,104,0.0008774999987508636,False
30,5,2.0,42,dijkstra,tight,2091.60347242351,688,2108,2108,688,0.015006200002972037,False
30,5,2.0,42,astar,loose,2091.603472423511,688,2108,2108,688,0.013576599998486927,False
30,5,2.0,42,astar,tight,2091.6034724235105,31,95,95,96,0.0008057000013650395,False
30,5,2.0,43,dijkstra,tight,2159.8115340033487,746,2313,2313,746,0.01582830000188551,False
30,5,2.0,43,astar,loose,2159.81153400335,746,2313,2313,746,0.01442749999841908,False
30,5,2.0,43,astar,tight,2159.811534003349,45,144,144,129,0.0011373000015737489,False
30,5,2.0,44,dijkstra,tight,2276.703957643627,920,2938,2938,920,0.020303299999795854,False
30,5,2.0,44,astar,loose,2276.703957643628,920,2938,2938,920,0.018493600000510924,False
30,5,2.0,44,astar,tight,2276.7039576436277,31,99,99,100,0.0008492999986629002,False
